state,date,cases,Population,deaths,EmergDec_x,EmergDec_y,SchoolClose,GathRestrict25,GathRestrictAny,OtherBusinessClose,RestaurantRestrict,GathRestrict10,CaseIsolation,StayAtHome,PublicMask,Quarantine,NEBusinessClose,TravelRestrictIntra,GathRestrict50,BusinessHealthSafety,GathRestrict250,GathRecomAny,GathRestrict1000,TravelRestrictExit,TravelRestrictEntry,GathRestrict100,GathRestrict5,GathRestrict500,sub_region_1,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,mobility_score
Nevada,2020-02-28,0,3080156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevada,6.0,4.0,12.0,2.0,2.0,-1.0,7281.0
Montana,2020-03-11,0,1068778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Montana,6.0,9.0,7.0,6.0,1.0,0.0,5611.0
Maryland,2020-03-11,9,6045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Maryland,4.0,6.0,27.0,-2.0,1.0,0.0,6886.0
Idaho,2020-02-10,0,1787065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6512.0
Delaware,2020-01-26,0,973764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7744.0
Massachusetts,2020-02-06,1,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5503.0
Massachusetts,2020-03-05,2,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,7.0,7.0,30.0,1.0,4.0,-1.0,5179.0
Vermont,2020-04-15,759,623989,29,16,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Vermont,-42.0,-21.0,11.0,-51.0,-55.0,22.0,6609.0
California,2020-04-07,17351,39512223,432,60,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,California,-47.0,-23.0,-41.0,-57.0,-55.0,24.0,5035.0
American Samoa,2020-04-19,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0
Florida,2020-03-02,1,21477737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,7.0,7.0,8.0,3.0,1.0,0.0,7168.0
Indiana,2020-04-08,5943,6732219,203,94,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Indiana,-35.0,-11.0,77.0,-24.0,-48.0,18.0,5186.0
Montana,2020-04-15,404,1068778,7,58,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Montana,-35.0,-10.0,-4.0,-35.0,-40.0,16.0,4309.0
Nevada,2020-02-04,0,3080156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6968.0
Maryland,2020-01-31,0,6045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7900.0
Ohio,2020-03-01,0,11689100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,17.0,10.0,68.0,11.0,4.0,-2.0,6057.0
Kansas,2020-04-24,2959,2913314,118,107,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kansas,-34.0,-15.0,26.0,-26.0,-41.0,17.0,5309.0
Kentucky,2020-01-24,0,4467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7932.0
Idaho,2020-03-24,81,1787065,0,46,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,Idaho,-26.0,0.0,40.0,-14.0,-36.0,13.0,6029.0
North Carolina,2020-02-27,0,10488084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,11.0,3.0,6.0,9.0,2.0,-1.0,8759.0
North Dakota,2020-04-21,644,762062,13,55,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,North Dakota,-34.0,-11.0,44.0,-25.0,-36.0,17.0,4708.0
New Hampshire,2020-04-11,885,1359711,22,12,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Hampshire,-42.0,-7.0,4.0,-51.0,-37.0,13.0,5212.0
Massachusetts,2020-03-26,2417,6892503,25,17,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Massachusetts,-47.0,-17.0,42.0,-68.0,-56.0,25.0,4359.0
Wyoming,2020-02-19,0,578759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wyoming,0.0,0.0,-2.0,-2.0,2.0,0.0,4884.0
Pennsylvania,2020-04-24,40208,12801989,1747,69,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Pennsylvania,-47.0,-23.0,-23.0,-57.0,-51.0,24.0,5029.0
New York,2020-03-25,30841,26161672,659,64,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,New York,-56.0,-23.0,-38.0,-66.0,-57.0,26.0,4061.0
Idaho,2020-04-16,1587,1787065,41,46,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Idaho,-26.0,-4.0,68.0,-31.0,-43.0,16.0,5089.0
New York,2020-02-03,0,26161672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5041.0
Idaho,2020-03-26,146,1787065,3,46,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Idaho,-40.0,-10.0,24.0,-26.0,-44.0,17.0,6050.0
Alaska,2020-02-18,0,731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alaska,-2.0,-2.0,1.0,4.0,-2.0,2.0,6198.0
Wyoming,2020-03-18,16,578759,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Wyoming,-13.0,21.0,16.0,-2.0,-23.0,7.0,4834.0
West Virginia,2020-04-03,237,1792147,2,57,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,West Virginia,-35.0,-10.0,8.0,-36.0,-42.0,17.0,6253.0
American Samoa,2020-02-08,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8385278.0
Georgia,2020-05-07,31618,10617423,1355,161,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Georgia,-18.0,-1.0,11.0,-41.0,-42.0,16.0,7765.0
Guam,2020-02-29,0,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5728.0
Utah,2020-05-07,5724,3205958,61,37,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Utah,-17.0,1.0,86.0,-34.0,-43.0,15.0,6029.0
Ohio,2020-04-17,9107,11689100,418,90,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Ohio,-43.0,-20.0,-17.0,-38.0,-48.0,23.0,5417.0
Wisconsin,2020-02-01,0,5822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8611.0
Delaware,2020-04-12,1625,973764,35,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Delaware,-65.0,-41.0,-5.0,-61.0,-46.0,12.0,4062.0
North Carolina,2020-02-10,0,10488084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8516.0
South Dakota,2020-04-19,1635,884659,7,68,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,South Dakota,-34.0,-7.0,65.0,-34.0,-28.0,9.0,4791.0
New Jersey,2020-05-08,135840,8882190,8960,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,New Jersey,-53.0,-15.0,-22.0,-64.0,-54.0,27.0,4561.0
District of Columbia,2020-02-01,0,705749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5115.0
New York,2020-05-05,321192,26161672,25124,64,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,New York,-49.0,-9.0,4.0,-63.0,-55.0,22.0,3390.0
Northern Mariana Islands,2020-03-19,0,55144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2992.0
Idaho,2020-03-21,42,1787065,0,46,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Idaho,-29.0,5.0,76.0,-10.0,-18.0,7.0,5852.0
Illinois,2020-04-05,11259,12671821,274,104,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Illinois,-50.0,-16.0,24.0,-52.0,-39.0,12.0,3472.0
Georgia,2020-01-30,0,10617423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8904.0
Utah,2020-04-14,2417,3205958,18,37,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Utah,-32.0,-11.0,41.0,-44.0,-48.0,19.0,5314.0
Alabama,2020-03-18,51,4903185,0,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Alabama,-13.0,13.0,39.0,-3.0,-22.0,8.0,8553.0
American Samoa,2020-03-09,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2668.0
Kentucky,2020-01-29,0,4467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7817.0
New Jersey,2020-01-29,0,8882190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5779.0
Wisconsin,2020-03-15,28,5822434,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Wisconsin,-5.0,13.0,47.0,-7.0,-1.0,2.0,5857.0
District of Columbia,2020-03-12,0,705749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,District of Columbia,-4.0,11.0,0.0,-13.0,-9.0,3.0,4338.0
Alabama,2020-03-30,899,4903185,10,69,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Alabama,-33.0,-10.0,10.0,-25.0,-38.0,14.0,7755.0
Virginia,2020-04-05,2640,8535519,52,135,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Virginia,-44.0,-18.0,21.0,-56.0,-39.0,12.0,4207.0
Wisconsin,2020-01-22,0,5822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7094.0
Michigan,2020-04-16,28809,9986857,1996,87,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Michigan,-48.0,-17.0,0.0,-53.0,-60.0,25.0,5110.0
Nevada,2020-04-20,3830,3080156,159,19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Nevada,-42.0,-18.0,-38.0,-54.0,-51.0,19.0,5613.0
Maryland,2020-02-28,0,6045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,2.0,0.0,4.0,1.0,3.0,0.0,7872.0
Texas,2020-04-20,19751,28995881,507,256,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Texas,-33.0,-16.0,-15.0,-42.0,-45.0,18.0,5869.0
Illinois,2020-01-28,1,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6363.0
Colorado,2020-04-06,5183,5758736,150,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Colorado,-41.0,-18.0,31.0,-55.0,-51.0,19.0,5066.0
Illinois,2020-03-29,4596,12671821,66,104,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Illinois,-53.0,-24.0,-29.0,-55.0,-39.0,13.0,3883.0
New Jersey,2020-04-20,88722,8882190,4496,23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Jersey,-58.0,-24.0,-18.0,-67.0,-59.0,26.0,3748.0
Alabama,2020-05-03,7888,4903185,290,69,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Alabama,-20.0,4.0,52.0,-18.0,-27.0,6.0,7465.0
Idaho,2020-03-17,8,1787065,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Idaho,-7.0,22.0,56.0,-2.0,-19.0,7.0,6105.0
Minnesota,2020-03-28,441,5639632,5,89,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Minnesota,-65.0,-38.0,-44.0,-64.0,-37.0,19.0,4637.0
Minnesota,2020-04-22,2722,5639632,179,89,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Minnesota,-33.0,-9.0,134.0,-49.0,-49.0,19.0,6002.0
Maine,2020-01-25,0,1344212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10515.0
Mississippi,2020-04-26,5911,2976149,227,84,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Mississippi,-22.0,-4.0,17.0,-25.0,-30.0,8.0,6692.0
Vermont,2020-02-04,0,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9511.0
Arizona,2020-02-18,1,7278717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,2.0,2.0,14.0,6.0,2.0,0.0,7793.0
Hawaii,2020-03-02,0,1415872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaii,0.0,1.0,-7.0,-2.0,2.0,0.0,6401.0
Maryland,2020-04-28,20113,6045680,1016,26,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Maryland,-36.0,-18.0,4.0,-54.0,-54.0,18.0,5813.0
Northern Mariana Islands,2020-05-03,14,55144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3401.0
Wisconsin,2020-02-07,0,5822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7246.0
Kentucky,2020-04-04,917,4467673,40,122,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Kentucky,-39.0,1.0,90.0,-30.0,-32.0,10.0,5072.0
Louisiana,2020-04-21,24854,4648794,1405,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-26.0,-4.0,-5.0,-37.0,-41.0,15.0,6257.0
Vermont,2020-02-17,0,623989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont,19.0,9.0,41.0,19.0,-18.0,4.0,9910.0
Texas,2020-04-19,19260,28995881,490,256,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Texas,-42.0,-22.0,-44.0,-49.0,-36.0,13.0,4758.0
Delaware,2020-04-03,450,973764,14,5,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Delaware,-40.0,-19.0,-15.0,-52.0,-47.0,22.0,5836.0
Texas,2020-02-15,0,28995881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,3.0,3.0,12.0,3.0,1.0,-1.0,8643.0
New Jersey,2020-02-15,0,8882190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,3.0,-3.0,5.0,2.0,1.0,0.0,6834.0
Oregon,2020-04-30,2510,4217737,103,38,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Oregon,-31.0,-4.0,26.0,-39.0,-47.0,16.0,5152.0
Missouri,2020-04-19,5743,6626371,199,118,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Missouri,-32.0,-10.0,41.0,-34.0,-31.0,8.0,4977.0
Utah,2020-01-29,0,3205958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6809.0
Montana,2020-01-29,0,1068778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5801.0
New Mexico,2020-03-02,0,2096829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Mexico,12.0,13.0,19.0,9.0,4.0,-2.0,6214.0
New Jersey,2020-05-01,121190,8882190,7538,23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,New Jersey,-53.0,-17.0,-15.0,-64.0,-56.0,27.0,4053.0
Alabama,2020-05-08,9385,4903185,383,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Alabama,-22.0,1.0,-1.0,-17.0,-35.0,15.0,8753.0
Montana,2020-03-19,11,1068778,0,58,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Montana,-29.0,2.0,2.0,-14.0,-28.0,11.0,5658.0
Northern Mariana Islands,2020-03-18,0,55144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3418.0
Wyoming,2020-03-16,2,578759,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Wyoming,1.0,33.0,16.0,3.0,-16.0,4.0,5053.0
New Hampshire,2020-04-14,922,1359711,25,12,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,New Hampshire,-35.0,-15.0,54.0,-44.0,-48.0,20.0,5848.0
Illinois,2020-02-28,2,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,6.0,4.0,5.0,7.0,0.0,-1.0,6759.0
Maine,2020-04-05,470,1344212,10,18,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Maine,-50.0,-23.0,20.0,-59.0,-34.0,10.0,5347.0
Illinois,2020-04-30,52918,12671821,2355,104,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Illinois,-35.0,-3.0,-4.0,-49.0,-50.0,21.0,5266.0
Pennsylvania,2020-02-11,0,12801989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6040.0
Maryland,2020-03-17,60,6045680,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Maryland,-20.0,4.0,52.0,-33.0,-32.0,14.0,7026.0
South Dakota,2020-02-03,0,884659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5666.0
Connecticut,2020-02-29,0,3565287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connecticut,9.0,0.0,27.0,6.0,2.0,-2.0,6564.0
Iowa,2020-02-23,0,3155070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,14.0,22.0,83.0,3.0,5.0,-2.0,6633.0
Nevada,2020-03-18,55,3080156,1,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Nevada,-27.0,12.0,-36.0,-29.0,-36.0,14.0,6449.0
Oregon,2020-03-20,114,4217737,3,38,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Oregon,-32.0,4.0,66.0,-31.0,-35.0,13.0,5881.0
Oklahoma,2020-04-20,2680,3956971,143,79,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Oklahoma,-20.0,-6.0,27.0,-18.0,-40.0,14.0,6149.0
Delaware,2020-04-13,1758,973764,41,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Delaware,-50.0,-33.0,-44.0,-61.0,-53.0,23.0,5440.0
New York,2020-03-24,25681,26161672,512,64,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,New York,-53.0,-18.0,-16.0,-63.0,-56.0,25.0,3771.0
Arkansas,2020-02-08,0,3017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,8552.0
Connecticut,2020-04-13,13381,3565287,602,10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Connecticut,-57.0,-41.0,-52.0,-66.0,-56.0,26.0,4123.0
Montana,2020-03-30,171,1068778,5,58,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Montana,-42.0,-19.0,19.0,-36.0,-40.0,14.0,4977.0
Delaware,2020-03-16,8,973764,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Delaware,0.0,15.0,9.0,-15.0,-19.0,7.0,7034.0
Connecticut,2020-03-23,415,3565287,10,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Connecticut,-47.0,-24.0,-46.0,-53.0,-45.0,21.0,5009.0
Delaware,2020-02-29,0,973764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delaware,12.0,4.0,9.0,10.0,6.0,-1.0,8583.0
Delaware,2020-03-23,68,973764,0,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Delaware,-31.0,-9.0,-46.0,-50.0,-39.0,17.0,6943.0
Maryland,2020-03-26,583,6045680,4,26,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,Maryland,-36.0,-16.0,53.0,-52.0,-51.0,22.0,5897.0
Utah,2020-04-02,1086,3205958,7,37,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,Utah,-37.0,-9.0,8.0,-46.0,-49.0,21.0,5630.0
Guam,2020-02-13,0,164229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5644.0
Illinois,2020-02-23,2,12671821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,11.0,9.0,104.0,7.0,4.0,-2.0,6003.0
Missouri,2020-01-22,0,6626371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,7855.0
South Dakota,2020-01-29,0,884659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5895.0
American Samoa,2020-02-06,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0
Wyoming,2020-02-01,0,578759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5293.0
Louisiana,2020-04-05,13010,4648794,477,66,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,Louisiana,-46.0,-10.0,-19.0,-54.0,-37.0,12.0,4603.0
Utah,2020-02-05,0,3205958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6542.0
Kansas,2020-05-08,6667,2913314,168,107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Kansas,-17.0,2.0,116.0,-7.0,-35.0,11.0,5524.0
Connecticut,2020-05-09,32984,3565287,2932,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Connecticut,-35.0,1.0,37.0,-48.0,-30.0,12.0,4374.0
District of Columbia,2020-04-05,1002,705749,22,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,District of Columbia,-66.0,-33.0,-50.0,-71.0,-49.0,15.0,4085.0
Puerto Rico,2020-03-25,51,2933408,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3550.0
Idaho,2020-05-01,2015,1787065,63,46,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Idaho,-18.0,2.0,108.0,-15.0,-38.0,11.0,5469.0
Virginia,2020-03-12,12,8535519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Virginia,7.0,20.0,44.0,-3.0,-3.0,0.0,6534.0
Illinois,2020-05-01,56055,12671821,2457,104,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Illinois,-34.0,-5.0,33.0,-42.0,-48.0,19.0,5084.0
Oregon,2020-01-22,0,4217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6492.0
Massachusetts,2020-02-18,1,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,-4.0,-10.0,-18.0,-4.0,-10.0,3.0,7606.0
American Samoa,2020-03-12,0,55641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2700.0
North Dakota,2020-01-24,0,762062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5624.0
Kansas,2020-03-21,57,2913314,2,107,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Kansas,-38.0,6.0,35.0,-9.0,-15.0,9.0,5326.0
